,Astrocytes,COPs+NFOLs,Ex_BCL6,Ex_CACNA1H_CPA6,Ex_CACNA1H_KIT,Ex_CACNA1H_LHX9,Ex_CACNA1H_MCTP2,Ex_CACNA1H_PROX1,Ex_DACH2_ADAMTS5,Ex_DACH2_CEMIP,Ex_DACH2_GRIK4,Ex_DACH2_ITGA9,Ex_DACH2_LHX2,Ex_DACH2_LUZP2,Ex_DACH2_MGAT4C,Ex_DACH2_NR4A3,Ex_DACH2_RORB,Ex_DACH2_SLIT2,Ex_DACH2_TAC1,Ex_DACH2_ZMAT4,Ex_KIAA1217,Ex_KIAA1217_BCL6,Ex_Pre_KCNH7,Ex_Pre_SATB2,Ex_SATB2_FOXP2,Ex_SATB2_OVOA,Ex_SATB2_SOX6,Ex_SATB2_ZNF385B,Ex_TCF7L2,Ex_TSHZ2_NR4A2,Inh_CGE_like_CACNA1B,Inh_CGE_like_CACNA2D3,Inh_CGE_like_MAN1A1,Inh_LGE_like_FOXP1_DGKH,Inh_LGE_like_FOXP1_SGCG,Inh_LGE_like_FOXP2,Inh_LGE_like_Pre,Inh_MGE_like_ANO1,Inh_MGE_like_LHX8,Inh_MGE_like_SST_ABI3BP,Inh_MGE_like_SST_PVALB,Inh_MGE_like_SST_SLC24A2,Inh_MGE_like_ST18,Inh_MGE_like_ST18_PVALB,Inh_OB_CPA6,Inh_OB_FGFRL1,Microglia,OPCs,Oligodendrocytes,Vascular
Glut-DACH2-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042434391363428,0.0,0.0078451296042825,0.0,0.0768993466406332,0.0862567085067213,0.154234011284902,0.0980391364817645,0.0,0.000442270345768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089689809025238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003933016312517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005976638762033,0.0,0.0,0.0022830282801682
Glut-DACH2-3,0.0,0.0,0.0385327079675222,0.0,0.0,0.0,0.0012054982691805,0.0,0.0,0.0089064532959723,0.0,0.0030909422841585,0.0012207230866415,0.0061539583194332,0.0007793942324195,0.0039117192867507,0.0098716003006672,0.52462163744337,0.0011578015160216,0.022793285113966,0.0,0.0,0.0,0.0,0.0,0.0003716456220012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011142802168681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044122676308408,0.0,0.0,0.0005946893735616
Glut-DACH2-4,0.0,0.0,0.0017576870493818,0.0,0.0016352124169432,0.0,0.0,0.0,0.0010892539043891,0.001297049445352,0.0016338132854516,0.162240585752433,0.0014469462845721,0.0,0.0046540895609267,0.0187910470302515,0.0027906483482629,0.163115309266558,0.0,0.0068824845792484,0.0295318224432058,0.0095812109606932,0.0,0.0,0.0442790935161073,0.0019909879750677,0.011447391984001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075702682046705,0.0,0.0,0.0
Glut-DACH2-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0005507849620211,0.0,0.178197581466059,0.0,0.0094146013608048,0.0,0.189442604475403,0.0015632637815378,0.056588943129785,0.0393815072051069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055246353503655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0016
Glut-DACH2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013010984476308,0.551516478310067,0.0,0.0086384916412249,0.0,0.0,0.0,0.002230971263689,0.0,0.0,0.0055904427859978,0.132509015602934,0.0089246391236075,0.0005669325775655,0.0,0.0,0.0054800659807665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023414427298656,0.0,0.0,0.0015762708253713
Glut-DACH2-7,0.0,0.0,0.0003943646189404,0.0,0.0,0.0,0.0,0.0,0.124761231800972,0.0075567154662615,0.0323907067163429,0.0419513749067599,0.0057951289957145,0.0019188301521082,0.119305943760276,0.0454234978876917,0.0,0.0005989898138752,0.0080559795300867,0.0112641904393843,0.0,0.0,0.0,0.0,0.0010721380782748,0.0166683077623991,0.0047632277539965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029417680990229,0.0,0.0,0.0
Glut-DACH2-8,0.0,0.0,0.0016353774586596,0.0,0.0,0.0,0.0216874950186714,0.0,0.0,0.133679626380524,0.0007806689494651,0.0033503385854497,0.0,0.0,0.0,0.0,0.0031245919721607,0.0,0.0082816792797352,0.434643761158006,0.0009595214851239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042644040878066,0.0023873172296406,0.0,0.0
Glut-DACH2-HVCra,0.0,0.0,0.0,0.0033160682166771,0.0,0.0003345679155455,0.0,0.0,0.0018563737792294,0.0,0.0017266106655153,0.0,0.0,0.0010867707338134,0.0309436776401892,0.0038225815237623,0.0,0.0,0.169665670687226,0.0023173645194294,0.0007374666337329,0.0004984586949009,0.0003018505642666,0.0,0.0,0.0043119725985519,0.0348406977718906,0.232976065291862,0.0015174438689173,0.0,0.0,0.0,0.0,0.0004539364007119,0.0113194225977465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047343968229567,0.0,0.0,0.0016
Glut-DACH2-HVCra-Int,0.0,0.0,0.0004478212453563,0.0,0.0,0.0,0.0,0.0006062113001175,0.0150548047866029,0.0,0.0055806815763961,0.0196880175458332,0.0092869215895465,0.0466819664880849,0.252145745565895,0.0262516272443968,0.0,0.0018989369527923,0.0011928793519993,0.0,0.0004766630878211,0.0008439657783851,0.0,0.0,0.0020173609352981,0.0068639692465784,0.0285539139030591,0.016833948990968,0.0,0.0,0.0,0.0,0.0,0.0008864459213587,0.0106638191816096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031903465897785,0.0,0.0,0.0
Glut-DACH2-HVCx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018354444986117,0.0,0.0,0.0020955636422717,0.0,0.0,0.0026118786276295,0.0104795749124474,0.0,0.376576632012805,0.140349808299117,0.0,0.0,0.0082110052449602,0.0,0.0279514228632692,0.0009366658610179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glut-DACH2-LMANco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689372865488848,0.0,0.0,0.0,0.0017325401165485,0.0,0.0,0.244143398561148,0.0,0.0,0.105995656700371,0.0,0.0,0.0,0.0,0.0,0.0003473167219799,0.0,0.0,0.182801154779703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007172301418927,0.0,0.0006089078218044,0.0044829779488054
Glut-DACH2-LMANsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340534695792721,0.0011887285302107,0.0048713543976991,0.0007936488479137,0.034592034802734,0.0,0.0004771305633773,0.0238985541462043,0.0219991962685707,0.0,0.0004698996899168,0.017414668392169,0.0,0.0,0.0,0.0,0.0005161590361578,0.053202544835716,0.0017596188987653,0.0003888817936074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031602641592375,0.0,0.0,0.0
Glut-GABA,0.0,0.0,0.0035144564420298,0.0,0.0014751144648841,0.0008853364342129,0.0009865587158937,0.0019912900414883,0.0761273690009397,0.0035602954425084,0.033492046887171,0.0027027768432708,0.0038939886783046,0.0044384894586538,0.0821789476100045,0.0264488153931765,0.0,0.0219693776824791,0.0051945492011081,0.0052121331489551,0.0010954422556782,0.0,0.006788338002112,0.0,0.0014873673151188,0.0058152958509572,0.0038934677554018,0.0165845268854215,0.0,0.0,0.0011694818146902,0.0,0.0,0.029746188056796,0.0460575938838035,0.0733280539270219,0.0017039838019183,0.0,0.0305590683289406,0.0,0.0,0.0041486255791432,0.0,0.0,0.0038415418982247,0.0,0.0064878364640731,0.0,0.0,0.0
Glut-Im,0.0,0.0,0.0008926117624975,0.0,0.0,0.0,0.0,0.0,0.0012603188426254,0.00245813870417,0.70637638568462,0.0,0.0020037793585886,0.0020391588736514,0.0,0.0513664787707183,0.0,0.0003685106714173,0.0,0.0008633011529036,0.0,0.0,0.0211995063708085,0.0006846755263073,0.00165647133515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016
Glut-NB,0.0,0.0,0.0003656980229834,0.0,0.0,0.0008462317844851,0.0,0.0,0.0020043742179748,0.0,0.155422314785999,0.0,0.0,0.0009456343353643,0.0020331105257795,0.0005622004121453,0.0,0.0,0.0,0.0,0.0,0.0,0.60646767884261,0.0063213161980694,0.0005565582094782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000580515925692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048048036944382,0.0,0.0,0.0018750237143104
Glut-NSC,0.0346456894417895,0.0,0.0,0.0,0.0,0.0,0.0,0.0249347739241739,0.0,0.0,0.0,0.0,0.0010183424426315,0.0206212487747423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288735164180703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117514455489741,0.0,0.0,0.0013451837185309,0.0,0.0,0.0,0.0,0.0136770286109262,0.0,0.0083530141228517,0.0,0.0,0.381185670703703
Glut-SATB2-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036354921430669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307708834816193,0.0016440755334667,0.305165387477333,0.123361491577493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025543327943223,0.0,0.0,0.0
Micro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96839152639015,0.0,0.0,0.0121557822345681
OPC,0.0041286180588779,0.0017404164112374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100181322018706,0.932847130622332,0.0046944415651137,0.0016
Oligo-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907290668609178,0.0
Oligo-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005678025748377,0.0,0.0,0.0,0.0,0.0012490757893741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039445033329111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025824120024457,0.0,0.0,0.0,0.0,0.0,0.0019554896915594,0.0,0.0,0.0,0.0,0.0,0.0,0.0052219321148825,0.0,0.782466836804286,0.017236743361174
Oligo-3,0.53530094784929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015453959487856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309624776529234,0.0,0.236179164861455,0.0104589604934934
